id,subject,body,label
8548,Mensagem de boas-vindas,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8549,Problema de acesso,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8550,Parabéns pelo trabalho,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8551,Pedido de alteração cadastral,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8552,Convite para confraternização,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8553,Erro no sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8554,Boas festas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8555,Confirmação de entrega de projeto,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8556,Elogio ao time,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8557,Solicitação de relatório,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8558,Mensagem de boas-vindas,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8559,Problema de acesso,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8560,Parabéns pelo trabalho,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8561,Erro no sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8562,Convite para confraternização,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8563,Problema de acesso,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8564,Elogio ao time,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8565,Agendamento de reunião técnica,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8566,Reconhecimento de esforço,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8567,Erro no sistema,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8568,Convite para confraternização,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8569,Dúvida sobre o sistema,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8570,Agradecimento,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8571,Erro no sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8572,Elogio ao time,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8573,Solicitação de suporte,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8574,Desejo de sucesso,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8575,Atualização de contrato,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8576,Desejo de sucesso,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8577,Confirmação de entrega de projeto,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8578,Parabéns pelo trabalho,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8579,Erro no sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8580,Convite para confraternização,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8581,Atualização de contrato,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8582,Mensagem de boas-vindas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8583,Solicitação de relatório,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8584,Mensagem motivacional,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8585,Dúvida sobre o sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8586,Reconhecimento de esforço,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8587,Problema de acesso,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8588,Convite para confraternização,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8589,Pedido de alteração cadastral,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8590,Boas festas,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8591,Pedido de alteração cadastral,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8592,Elogio ao time,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8593,Problema de acesso,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8594,Elogio ao time,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8595,Atualização de contrato,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8596,Elogio ao time,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8597,Confirmação de entrega de projeto,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8598,Elogio ao time,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8599,Agendamento de reunião técnica,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8600,Elogio ao time,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8601,Problema de acesso,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8602,Mensagem de boas-vindas,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8603,Confirmação de entrega de projeto,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8604,Parabéns pelo trabalho,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8605,Agendamento de reunião técnica,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8606,Reconhecimento de esforço,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8607,Solicitação de suporte,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8608,Boas festas,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8609,Problema de acesso,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8610,Mensagem motivacional,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8611,Solicitação de relatório,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8612,Felicitações,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8613,Pedido de alteração cadastral,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8614,Elogio ao time,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8615,Ticket pendente,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8616,Parabéns pelo trabalho,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8617,Agendamento de reunião técnica,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8618,Mensagem de boas-vindas,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8619,Agendamento de reunião técnica,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8620,Desejo de sucesso,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8621,Problema de acesso,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8622,Mensagem de boas-vindas,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8623,Agendamento de reunião técnica,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8624,Reconhecimento de esforço,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8625,Dúvida sobre o sistema,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8626,Mensagem de boas-vindas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8627,Agendamento de reunião técnica,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8628,Convite para confraternização,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8629,Agendamento de reunião técnica,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8630,Desejo de sucesso,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8631,Dúvida sobre o sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8632,Elogio ao time,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8633,Erro no sistema,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8634,Parabéns pelo trabalho,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8635,Atualização de contrato,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8636,Mensagem de boas-vindas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8637,Agendamento de reunião técnica,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8638,Boas festas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8639,Ticket pendente,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8640,Elogio ao time,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8641,Pedido de alteração cadastral,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8642,Felicitações,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8643,Problema de acesso,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8644,Convite para confraternização,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8645,Solicitação de relatório,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8646,Desejo de sucesso,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8647,Atualização de contrato,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8648,Parabéns pelo trabalho,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8649,Ticket pendente,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8650,Elogio ao time,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8651,Solicitação de relatório,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8652,Desejo de sucesso,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8653,Agendamento de reunião técnica,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8654,Mensagem de boas-vindas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8655,Atualização de contrato,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8656,Desejo de sucesso,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8657,Solicitação de suporte,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8658,Elogio ao time,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8659,Agendamento de reunião técnica,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8660,Boas festas,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8661,Erro no sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8662,Reconhecimento de esforço,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8663,Pedido de alteração cadastral,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8664,Agradecimento,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8665,Pedido de alteração cadastral,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8666,Mensagem de boas-vindas,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8667,Problema de acesso,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8668,Mensagem motivacional,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8669,Pedido de alteração cadastral,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8670,Mensagem motivacional,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8671,Problema de acesso,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8672,Convite para confraternização,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8673,Dúvida sobre o sistema,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8674,Mensagem de boas-vindas,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8675,Erro no sistema,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8676,Felicitações,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8677,Solicitação de suporte,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8678,Convite para confraternização,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8679,Dúvida sobre o sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8680,Felicitações,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8681,Problema de acesso,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8682,Reconhecimento de esforço,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8683,Agendamento de reunião técnica,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8684,Elogio ao time,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8685,Ticket pendente,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8686,Mensagem de boas-vindas,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8687,Erro no sistema,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8688,Mensagem motivacional,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8689,Problema de acesso,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8690,Boas festas,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8691,Confirmação de entrega de projeto,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8692,Mensagem de boas-vindas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8693,Agendamento de reunião técnica,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8694,Desejo de sucesso,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8695,Erro no sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8696,Parabéns pelo trabalho,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8697,Erro no sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8698,Reconhecimento de esforço,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8699,Erro no sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8700,Agradecimento,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8701,Erro no sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8702,Mensagem motivacional,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8703,Pedido de alteração cadastral,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8704,Parabéns pelo trabalho,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8705,Ticket pendente,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8706,Desejo de sucesso,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8707,Erro no sistema,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8708,Desejo de sucesso,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8709,Pedido de alteração cadastral,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8710,Elogio ao time,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8711,Erro no sistema,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8712,Reconhecimento de esforço,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8713,Solicitação de suporte,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8714,Reconhecimento de esforço,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8715,Pedido de alteração cadastral,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8716,Agradecimento,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8717,Solicitação de suporte,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8718,Reconhecimento de esforço,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8719,Erro no sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8720,Convite para confraternização,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8721,Pedido de alteração cadastral,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8722,Desejo de sucesso,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8723,Agendamento de reunião técnica,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8724,Desejo de sucesso,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8725,Dúvida sobre o sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8726,Felicitações,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8727,Problema de acesso,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8728,Convite para confraternização,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8729,Erro no sistema,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8730,Mensagem motivacional,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8731,Erro no sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8732,Convite para confraternização,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8733,Ticket pendente,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8734,Mensagem motivacional,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8735,Solicitação de relatório,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8736,Desejo de sucesso,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8737,Dúvida sobre o sistema,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8738,Convite para confraternização,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8739,Solicitação de suporte,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8740,Convite para confraternização,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8741,Atualização de contrato,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8742,Agradecimento,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8743,Erro no sistema,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8744,Agradecimento,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8745,Erro no sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8746,Boas festas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8747,Agendamento de reunião técnica,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8748,Mensagem de boas-vindas,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8749,Dúvida sobre o sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8750,Convite para confraternização,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8751,Erro no sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8752,Felicitações,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8753,Solicitação de suporte,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8754,Desejo de sucesso,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8755,Solicitação de suporte,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8756,Mensagem motivacional,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8757,Confirmação de entrega de projeto,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8758,Mensagem de boas-vindas,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8759,Solicitação de relatório,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8760,Desejo de sucesso,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8761,Dúvida sobre o sistema,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8762,Felicitações,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8763,Ticket pendente,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8764,Boas festas,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8765,Confirmação de entrega de projeto,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8766,Desejo de sucesso,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8767,Pedido de alteração cadastral,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8768,Boas festas,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8769,Solicitação de relatório,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8770,Felicitações,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8771,Agendamento de reunião técnica,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8772,Felicitações,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8773,Dúvida sobre o sistema,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8774,Elogio ao time,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8775,Ticket pendente,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8776,Mensagem motivacional,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8777,Solicitação de suporte,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8778,Convite para confraternização,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8779,Solicitação de suporte,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8780,Mensagem motivacional,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8781,Erro no sistema,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8782,Reconhecimento de esforço,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8783,Ticket pendente,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8784,Agradecimento,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8785,Pedido de alteração cadastral,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8786,Mensagem de boas-vindas,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8787,Erro no sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8788,Elogio ao time,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8789,Problema de acesso,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8790,Parabéns pelo trabalho,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8791,Dúvida sobre o sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8792,Elogio ao time,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8793,Solicitação de suporte,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8794,Desejo de sucesso,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8795,Ticket pendente,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8796,Convite para confraternização,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8797,Pedido de alteração cadastral,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8798,Parabéns pelo trabalho,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8799,Atualização de contrato,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8800,Reconhecimento de esforço,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8801,Dúvida sobre o sistema,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8802,Reconhecimento de esforço,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8803,Dúvida sobre o sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8804,Elogio ao time,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8805,Confirmação de entrega de projeto,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8806,Desejo de sucesso,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8807,Dúvida sobre o sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8808,Boas festas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8809,Ticket pendente,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8810,Reconhecimento de esforço,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8811,Erro no sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8812,Reconhecimento de esforço,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8813,Problema de acesso,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8814,Convite para confraternização,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8815,Ticket pendente,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8816,Convite para confraternização,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8817,Problema de acesso,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8818,Elogio ao time,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8819,Solicitação de relatório,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8820,Convite para confraternização,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8821,Erro no sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8822,Parabéns pelo trabalho,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8823,Agendamento de reunião técnica,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8824,Mensagem de boas-vindas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8825,Ticket pendente,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8826,Reconhecimento de esforço,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8827,Solicitação de relatório,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8828,Parabéns pelo trabalho,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8829,Pedido de alteração cadastral,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
